Word	Plurality	Gender	AnAbbreviationFor	AbbreviatedFrom	AnAcronymFor	irregularPluralForm	IsCompound	IsCountable	AcceptsZeroArticle	IsProperName	Compliments	BaseForm	Animacy	location	howCommon	commonRank	propBank	frame
Chon buri	--	Neuter	--	--	--	--	true	null	null	true	--	Chon buri	Inanimate	true	-1.0	-1	--
Imphal	--	Neuter	--	--	--	--	false	null	null	true	--	Imphal	Inanimate	true	-1.0	-1	--
South africa	--	Neuter	--	--	--	--	true	null	null	true	--	South africa	Inanimate	true	-1.0	-1	--
Augsburg	--	Neuter	--	--	--	--	false	null	null	true	--	Augsburg	Inanimate	true	-1.0	-1	--
Gaya	--	Neuter	--	--	--	--	false	null	null	true	--	Gaya	Inanimate	true	-1.0	-1	--
Hiratsuka	--	Neuter	--	--	--	--	false	null	null	true	--	Hiratsuka	Inanimate	true	-1.0	-1	--
Prato	--	Neuter	--	--	--	--	false	null	null	true	--	Prato	Inanimate	true	-1.0	-1	--
Sierra leone	--	Neuter	--	--	--	--	true	null	null	true	--	Sierra leone	Inanimate	true	-1.0	-1	--
Kharagpur	--	Neuter	--	--	--	--	false	null	null	true	--	Kharagpur	Inanimate	true	-1.0	-1	--
Erfurt	--	Neuter	--	--	--	--	false	null	null	true	--	Erfurt	Inanimate	true	-1.0	-1	--
Tulancingo	--	Neuter	--	--	--	--	false	null	null	true	--	Tulancingo	Inanimate	true	-1.0	-1	--
Salavat	--	Neuter	--	--	--	--	false	null	null	true	--	Salavat	Inanimate	true	-1.0	-1	--
Huai'an	--	Neuter	--	--	--	--	false	null	null	true	--	Huai'an	Inanimate	true	-1.0	-1	--
Nawabshah	--	Neuter	--	--	--	--	false	null	null	true	--	Nawabshah	Inanimate	true	-1.0	-1	--
