Word	VerbType	Transivity	Tense	Aspect	Person	Phrasal	IsInfinitive	howCommon	commonRank	baseForm
shot-peen	--	Transitive	--	--	N/A	No	null	-1.0	-1	shoot	false
stylise	--	Transitive	--	--	N/A	No	null	-1.0	-1	stylise	false
buttstrap	--	--	--	--	N/A	No	null	-1.0	-1	buttstrap	false
intercharge	--	Transitive	--	--	N/A	No	null	-1.0	-1	charge	false
funnel	--	tran=np+cplxtran=np,advbl	--	--	N/A	No	null	1.76E-4	22032	funnel	false
air-slaked	--	Transitive	Past	--	N/A	No	null	-1.0	-1	air-slake	false
constellated	--	Intransitive	Past	--	N/A	No	null	-1.0	-1	constellate	false
strummed	--	--	Past	--	N/A	No	null	1.6E-5	72649	strum	false
regulate	--	Transitive	--	--	N/A	No	null	6.77E-4	9591	regulate	false
overillustrate	--	Transitive	--	--	N/A	No	null	-1.0	-1	illustrate	false
fuddled	--	--	Past	--	N/A	No	null	1.6E-5	70935	fuddl	false
precompress	--	Transitive	--	--	N/A	No	null	-1.0	-1	comp	false
unblock	--	Transitive	--	--	N/A	No	null	4.1E-5	46963	block	false
stockpiling	--	--	--	--	N/A	No	null	4.1E-5	46797	stockpi	false
prenominating	--	--	Present	--	N/A	No	null	-1.0	-1	nominate	false
chiseled	--	--	Past	--	N/A	No	null	-1.0	-1	chisele	false
enter	--	Ambitransitive	--	--	N/A	No	null	0.005561	1937	ent	false
funned	--	--	Past	--	N/A	No	null	-1.0	-1	fun	false
inshrine	--	--	--	--	N/A	No	null	-1.0	-1	inshrine	false
third-degree	--	Transitive	--	--	N/A	No	null	-1.0	-1	third-degr	false
rebandage	--	Transitive	--	--	N/A	No	null	-1.0	-1	band	false
predepleted	--	Transitive	Past	--	N/A	No	null	-1.0	-1	deplete	false
overpronounce	--	Ambitransitive	--	--	N/A	No	null	-1.0	-1	overpronounce	false
overgilt	--	Transitive	--	--	N/A	No	null	-1.0	-1	gild	false
outpoint	--	Transitive	--	--	N/A	No	null	-1.0	-1	outpoint	false
understeer	--	Transitive	--	--	N/A	No	null	1.8E-5	68148	underste	false
coast	--	Intransitive	--	--	N/A	No	null	0.004945	2153	coast	false
alliterated	--	--	Past	--	N/A	No	null	-1.0	-1	alliterate	false
feted	--	--	Past	--	N/A	No	null	3.1E-5	53587	fete	false
overgild	--	Transitive	--	--	N/A	No	null	-1.0	-1	gild	false
canceling	--	--	--	--	N/A	No	null	-1.0	-1	cance	false
replunge	--	--	--	--	N/A	No	null	-1.0	-1	plunge	false
planned	--	--	Past	--	N/A	No	null	0.006137	1761	pl	false
precharging	--	Transitive	Present	--	N/A	No	null	-1.0	-1	precharg	false
assure	--	Transitive	--	--	N/A	No	null	0.001021	7233	assure	false
predelude	--	Transitive	--	--	N/A	No	null	-1.0	-1	delude	false
preconvincing	--	Transitive	Present	--	N/A	No	null	-1.0	-1	preconvinc	false
dehumanize	--	Transitive	--	--	N/A	No	null	-1.0	-1	dehumane	false
toppling	--	--	--	--	N/A	No	null	8.8E-5	32150	top	false
bandies	--	--	--	--	N/A	No	null	-1.0	-1	bandy	false
overdedicating	--	Transitive	Present	--	N/A	No	null	-1.0	-1	dedicate	false
lock out	--	Transitive	--	--	N/A	NotSeperable	null	-1.0	-1	lock out	false
subsort	--	--	--	--	N/A	No	null	-1.0	-1	sort	false
evince	--	Transitive	--	--	N/A	No	null	2.3E-5	60566	evince	false
Moosic	--	Transitive	--	--	N/A	No	null	-1.0	-1	moosy	false
fetch	--	Ambitransitive	--	--	N/A	No	null	0.001283	6194	fetch	false
Sovietise	--	Transitive	--	--	N/A	No	null	-1.0	-1	sovietise	false
uncaking	--	Transitive	Present	--	N/A	No	null	-1.0	-1	cake	false
paganising	--	Ambitransitive	Present	--	N/A	No	null	-1.0	-1	paganise	false
subdemonstrated	--	Transitive	Past	--	N/A	No	null	-1.0	-1	demonstrate	false
compact	--	Transitive	--	--	N/A	No	null	0.001714	5024	compact	false
readdress	--	Transitive	--	--	N/A	No	null	-1.0	-1	add	false
colonizing	--	--	Present	--	N/A	No	null	3.4E-5	50963	colone	false
pistol-whip	--	--	--	--	N/A	No	null	-1.0	-1	pistol-whip	false
daresay	--	Intransitive	--	--	N/A	No	null	1.81E-4	21700	daresay	false
remagnetized	--	Transitive	Past	--	N/A	No	null	-1.0	-1	remagnete	false
totting	--	--	Present	--	N/A	No	null	2.4E-5	59267	tot	false
outlined	--	--	Past	--	N/A	No	null	0.002068	4378	outline	false
preoutfitted	--	Transitive	Past	--	N/A	No	null	-1.0	-1	outfit	false
expunged	--	Transitive	Past	--	N/A	No	null	2.6E-5	57113	expung	false
bandied	--	--	Past	--	N/A	No	null	5.5E-5	40975	bandy	false
reassent	--	Intransitive	--	--	N/A	No	null	-1.0	-1	reas	false
cavilled	--	--	Past	--	N/A	No	null	-1.0	-1	cavil	false
stylize	--	Transitive	--	--	N/A	No	null	-1.0	-1	style	false
glair	--	Transitive	--	--	N/A	No	null	-1.0	-1	glair	false
subinform	--	Transitive	--	--	N/A	No	null	-1.0	-1	inform	false
womanising	--	Ambitransitive	Present	--	N/A	No	null	1.9E-5	66167	womanise	false
about-shipping	--	Intransitive	Present	--	N/A	No	null	-1.0	-1	about-	false
decarbonylate	--	Transitive	--	--	N/A	No	null	-1.0	-1	carbonylate	false
precognized	--	Transitive	Past	--	N/A	No	null	-1.0	-1	precogn	false
preconceal	--	Transitive	--	--	N/A	No	null	-1.0	-1	conceal	false
triangulated	--	--	Past	--	N/A	No	null	-1.0	-1	angulate	false
undressing	--	--	Present	--	N/A	No	null	6.0E-5	38944	undres	false
channeled	--	--	Past	--	N/A	No	null	-1.0	-1	channele	false
preconcede	--	Transitive	--	--	N/A	No	null	-1.0	-1	concede	false
warstling	--	Intransitive	--	--	N/A	No	null	-1.0	-1	warst	false
reconsolidating	--	--	Present	--	N/A	No	null	-1.0	-1	consolidate	false
signalizing	--	Transitive	Present	--	N/A	No	null	-1.0	-1	signale	false
shilly-shallied	--	--	Past	--	N/A	No	null	-1.0	-1	shillyshally	false
lyricized	--	--	Past	--	N/A	No	null	-1.0	-1	lyrice	false
envision	--	Transitive	--	--	N/A	No	null	-1.0	-1	envis	false
revaporized	--	--	Past	--	N/A	No	null	-1.0	-1	revapore	false
modulated	--	--	Past	--	N/A	No	null	8.8E-5	32166	modulate	false
finger-paint	--	Ambitransitive	--	--	N/A	No	null	-1.0	-1	finger-paint	false
vituperate	--	Transitive	--	--	N/A	No	null	-1.0	-1	vituperate	false
shilly-shallies	--	--	--	--	N/A	No	null	-1.0	-1	shilly-shal	false
cursing	--	--	Present	--	N/A	No	null	3.08E-4	15819	curs	false
implead	--	Transitive	--	--	N/A	No	null	-1.0	-1	implead	false
preimproving	--	Transitive	Present	--	N/A	No	null	-1.0	-1	improve	false
revenge	--	Transitive	--	--	N/A	No	null	0.001136	6736	revenge	false
crescendo	--	Intransitive	--	--	N/A	No	null	1.42E-4	24802	crescendo	false
noticing	--	--	Present	--	N/A	No	null	5.22E-4	11362	notice	false
incarnalized	--	Transitive	Past	--	N/A	No	null	-1.0	-1	incarnale	false
ratifying	--	Transitive	Present	--	N/A	No	null	4.7E-5	43848	ratifie	false
spruced	--	--	Past	--	N/A	No	null	1.6E-5	71927	spruce	false
overgeneralize	--	Transitive	--	--	N/A	No	null	-1.0	-1	overgenerale	false
overtook	--	--	--	--	N/A	No	null	1.88E-4	21182	overtake	false
classicizing	--	--	Present	--	N/A	No	null	-1.0	-1	classice	false
exonerated	--	Transitive	Past	--	N/A	No	null	5.4E-5	41384	exonerate	false
ferrotyping	--	--	Present	--	N/A	No	null	-1.0	-1	ferrotype	false
pacificate	--	Transitive	--	--	N/A	No	null	-1.0	-1	pacificate	false
shrug off	--	Transitive	--	--	N/A	Seperable	null	-1.0	-1	shrug off	false
underpropping	--	Transitive	Present	--	N/A	No	null	-1.0	-1	prop	false
keynoting	--	--	Present	--	N/A	No	null	-1.0	-1	keynote	false
underline	--	Transitive	--	--	N/A	No	null	3.92E-4	13568	line	false
reinvolve	--	Transitive	--	--	N/A	No	null	-1.0	-1	involve	false
fractionated	--	Transitive	Past	--	N/A	No	null	3.4E-5	51302	fractionate	false
exuding	--	--	Present	--	N/A	No	null	4.8E-5	43101	exude	false
dry-nursed	--	Transitive	Past	--	N/A	No	null	-1.0	-1	dry	false
paled	--	--	Past	--	N/A	No	null	9.7E-5	30621	pale	false
regrated	--	Transitive	Past	--	N/A	No	null	-1.0	-1	grate	false
Occidentalize	--	Transitive	--	--	N/A	No	null	-1.0	-1	occidentale	false
strew	--	tran=np;part(about)+tran=np;part(around)+ditran=np+pphr(in+np)+ditran=np+pphr(on+np)+ditran=np+pphr(with+np)+ditran=np+pphr(over+np)	--	--	N/A	No	null	1.9E-5	66708	strew	false
excogitate	--	Transitive	--	--	N/A	No	null	-1.0	-1	excogitate	false
reimaged	--	Transitive	Past	--	N/A	No	null	-1.0	-1	reim	false
overtoil	--	--	--	--	N/A	No	null	-1.0	-1	overtoil	false
percolated	--	--	Past	--	N/A	No	null	2.8E-5	55609	percolate	false
underwind	--	Transitive	--	--	N/A	No	null	-1.0	-1	underwind	false
prejudiced	--	--	Past	--	N/A	No	null	2.9E-4	16397	prejudice	false
interconvert	--	Transitive	--	--	N/A	No	null	-1.0	-1	convert	false
overshrink	--	--	--	--	N/A	No	null	-1.0	-1	overshrink	false
precompiled	--	Transitive	Past	--	N/A	No	null	-1.0	-1	compile	false
average	--	Ambitransitive	--	--	N/A	No	null	0.010436	1031	aver	false
unmysticise	--	Transitive	--	--	N/A	No	null	-1.0	-1	unmysticise	false
compare	--	Ambitransitive	--	--	N/A	No	null	0.002558	3726	compare	false
edulcorate	--	Transitive	--	--	N/A	No	null	-1.0	-1	edulcorate	false
proselytising	--	Ambitransitive	Present	--	N/A	No	null	-1.0	-1	proselytise	false
unlatch	--	tran=np	--	--	N/A	No	null	-1.0	-1	latch	false
outflamed	--	Transitive	Past	--	N/A	No	null	-1.0	-1	outflame	false
housebroken	--	Transitive	--	--	N/A	No	null	-1.0	-1	housebroke	false
pluralise	--	Ambitransitive	--	--	N/A	No	null	-1.0	-1	pluralise	false
decarbonize	--	Transitive	--	--	N/A	No	null	-1.0	-1	decarbone	false
proportionated	--	--	Past	--	N/A	No	null	-1.0	-1	proportionate	false
tittivating	--	Ambitransitive	Present	--	N/A	No	null	-1.0	-1	tittivate	false
overbrowsing	--	Transitive	Present	--	N/A	No	null	-1.0	-1	overbrows	false
compart	--	Transitive	--	--	N/A	No	null	-1.0	-1	compart	false
psyched	--	Transitive	Past	--	N/A	No	null	2.2E-5	61689	psych	false
override	--	tran=np	--	--	N/A	No	null	3.29E-4	15175	override	false
uncore	--	Transitive	--	--	N/A	No	null	-1.0	-1	core	false
overturing	--	--	Present	--	N/A	No	null	-1.0	-1	overture	false
uncork	--	Transitive	--	--	N/A	No	null	-1.0	-1	cork	false
catheterised	--	Transitive	Past	--	N/A	No	null	-1.0	-1	catheterise	false
locoing	--	--	Present	--	N/A	No	null	-1.0	-1	loco	false
quasi-adopt	--	Transitive	--	--	N/A	No	null	-1.0	-1	adopt	false
precolour	--	--	--	--	N/A	No	null	-1.0	-1	colour	false
preinvestigated	--	--	Past	--	N/A	No	null	-1.0	-1	investigate	false
withdrawing	--	--	Present	--	N/A	No	null	4.03E-4	13373	withdrawe	false
uprose	--	--	--	--	N/A	No	null	-1.0	-1	rise	false
rehospitalized	--	Transitive	Past	--	N/A	No	null	-1.0	-1	rehospitale	false
misemphasized	--	Transitive	Past	--	N/A	No	null	-1.0	-1	misemphase	false
outpace	--	Transitive	--	--	N/A	No	null	2.4E-5	59064	outpace	false
inscribed	--	Transitive	Past	--	N/A	No	null	4.11E-4	13170	inscribe	false
taught	--	--	--	--	N/A	No	null	0.004112	2563	teach	false
grumble	--	Intransitive	--	--	N/A	No	null	1.45E-4	24483	grumble	false
predeserving	--	Transitive	Present	--	N/A	No	null	-1.0	-1	predeserv	false
prediscipline	--	Transitive	--	--	N/A	No	null	-1.0	-1	discipline	false
backspacing	--	--	Present	--	N/A	No	null	-1.0	-1	backspace	false
borrow	--	Intransitive	--	--	N/A	No	null	0.001526	5469	borrow	false
astrict	--	--	--	--	N/A	No	null	-1.0	-1	astrict	false
ammonified	--	--	Past	--	N/A	No	null	-1.0	-1	ammonify	false
desert	--	Transitive	--	--	N/A	No	null	0.002283	4038	desert	false
intertraded	--	--	Past	--	N/A	No	null	-1.0	-1	intertrade	false
re-treat	--	Ambitransitive	--	--	N/A	No	null	-1.0	-1	retreat	false
wainscot	--	--	--	--	N/A	No	null	1.2E-5	82409	wainscot	false
disembogue	--	Intransitive	--	--	N/A	No	null	-1.0	-1	disembogue	false
misbehaved	--	--	Past	--	N/A	No	null	2.4E-5	59396	behave	false
disorganised	--	Transitive	Past	--	N/A	No	null	8.4E-5	32976	disorganise	false
uncoop	--	Transitive	--	--	N/A	No	null	-1.0	-1	coop	false
overslept	--	--	--	--	N/A	No	null	3.1E-5	53515	oversleep	false
retrieved	--	--	Past	--	N/A	No	null	4.23E-4	12948	retriev	false
besiege	--	Transitive	--	--	N/A	No	null	2.5E-5	58366	besiege	false
outfeeding	--	Transitive	Present	--	N/A	No	null	-1.0	-1	outfeed	false
pipetting	--	--	Present	--	N/A	No	null	1.4E-5	75591	pipet	false
transilluminate	--	Transitive	--	--	N/A	No	null	-1.0	-1	illuminate	false
skylined	--	--	Past	--	N/A	No	null	-1.0	-1	skyline	false
gliming	--	--	Present	--	N/A	No	null	-1.0	-1	glime	false
strewing	--	Transitive	Present	--	N/A	No	null	2.3E-5	60733	strewe	false
reconvene	--	tran=np	--	--	N/A	No	null	4.5E-5	44494	convene	false
overlubricated	--	Transitive	Past	--	N/A	No	null	-1.0	-1	lubricate	false
stray	--	Intransitive	--	--	N/A	No	null	5.7E-4	10762	stray	false
journey	--	Intransitive	--	--	N/A	No	null	0.005112	2087	journey	false
misauthorizing	--	Transitive	Present	--	N/A	No	null	-1.0	-1	misauthore	false
predistribute	--	Transitive	--	--	N/A	No	null	-1.0	-1	distribute	false
strap	--	Transitive	--	--	N/A	No	null	4.64E-4	12201	strap	false
straw	--	Transitive	--	--	N/A	No	null	0.001513	5507	straw	false
acceded	--	Intransitive	Past	--	N/A	No	null	1.17E-4	27690	accede	false
retroact	--	Intransitive	--	--	N/A	No	null	-1.0	-1	retroact	false
outrated	--	Transitive	Past	--	N/A	No	null	-1.0	-1	outrate	false
cudgeled	--	--	Past	--	N/A	No	null	-1.0	-1	cudgele	false
preexecute	--	Transitive	--	--	N/A	No	null	-1.0	-1	execute	false
slurrying	--	--	Present	--	N/A	No	null	-1.0	-1	slurrie	false
preconsider	--	Transitive	--	--	N/A	No	null	-1.0	-1	preconside	false
impersonated	--	--	Past	--	N/A	No	null	-1.0	-1	impersonate	false
distract	--	Transitive	--	--	N/A	No	null	3.1E-4	15733	distract	false
calving	--	--	Present	--	N/A	No	null	8.3E-5	33100	calv	false
etherealising	--	Transitive	Present	--	N/A	No	null	-1.0	-1	etherealise	false
preexamine	--	Transitive	--	--	N/A	No	null	-1.0	-1	examine	false
back	--	Ambitransitive	--	--	N/A	No	null	0.107668	91	back	false
bach	--	--	--	--	N/A	No	null	4.89E-4	11829	bach	false
rethatch	--	Transitive	--	--	N/A	No	null	-1.0	-1	rethatch	false
headlining	--	--	Present	--	N/A	No	null	2.4E-5	59956	headline	false
stump up	--	--	--	--	N/A	NotSeperable	null	-1.0	-1	stump	false
ferry	--	cplxtran=np,advbl	--	--	N/A	No	null	0.001382	5868	ferry	false
company	--	--	--	--	N/A	No	null	0.042212	208	company	false
reinoculated	--	--	Past	--	N/A	No	null	-1.0	-1	inoculate	false
carbonate	--	Transitive	--	--	N/A	No	null	5.04E-4	11636	carbonate	false
intermention	--	--	--	--	N/A	No	null	-1.0	-1	inter	false
tress	--	Transitive	--	--	N/A	No	null	1.5E-5	73717	ter	false
decimalizing	--	Transitive	Present	--	N/A	No	null	-1.0	-1	decimale	false
plasmolyse	--	tran=np	--	--	N/A	No	null	-1.0	-1	plasmolyse	false
cross-mating	--	Ambitransitive	Present	--	N/A	No	null	-1.0	-1	cross	false
undercool	--	tran=np	--	--	N/A	No	null	-1.0	-1	cool	false
unyoke	--	Ambitransitive	--	--	N/A	No	null	-1.0	-1	unyoke	false
massaged	--	--	Past	--	N/A	No	null	1.06E-4	29167	mas	false
outshame	--	Transitive	--	--	N/A	No	null	-1.0	-1	outshame	false
undercook	--	Transitive	--	--	N/A	No	null	-1.0	-1	cook	false
relax	--	Intransitive	--	--	N/A	No	null	0.001882	4687	relax	false
relay	--	Transitive	--	--	N/A	No	null	4.24E-4	12935	lay	false
dissuading	--	Transitive	Present	--	N/A	No	null	1.3E-5	80062	dissuad	false
defoliate	--	tran=np	--	--	N/A	No	null	-1.0	-1	defoliate	false
oversewing	--	Transitive	Present	--	N/A	No	null	-1.0	-1	oversewe	false
baby	--	tran=np	--	--	N/A	No	null	0.009542	1129	baby	false
muckrake	--	Intransitive	--	--	N/A	No	null	-1.0	-1	muckrake	false
flip-flop	--	--	--	--	N/A	No	null	-1.0	-1	flip-flop	false
subducing	--	Transitive	Present	--	N/A	No	null	-1.0	-1	subduce	false
overcontract	--	Transitive	--	--	N/A	No	null	-1.0	-1	contract	false
grubbed	--	--	Past	--	N/A	No	null	1.2E-5	80897	grub	false
preconvey	--	Transitive	--	--	N/A	No	null	-1.0	-1	convey	false
Occidentalise	--	Transitive	--	--	N/A	No	null	-1.0	-1	occidentalise	false
industrialized	--	--	Past	--	N/A	No	null	3.61E-4	14311	industrial	false
reacquired	--	Transitive	Past	--	N/A	No	null	-1.0	-1	reacquir	false
back-talk	--	Intransitive	--	--	N/A	No	null	-1.0	-1	back	false
colliding	--	Intransitive	Present	--	N/A	No	null	1.88E-4	21165	collide	false
top up	--	Transitive	--	--	N/A	NotSeperable	null	-1.0	-1	top	false
refunction	--	Intransitive	--	--	N/A	No	null	-1.0	-1	function	false
curst	--	--	--	--	N/A	No	null	-1.0	-1	curse	false
attempt	--	Transitive	--	--	N/A	No	null	0.012029	881	attempt	false
belly ache	--	--	--	--	N/A	NotSeperable	null	-1.0	-1	bellyache	false
baff	--	Intransitive	--	--	N/A	No	null	-1.0	-1	baff	false
conciliating	--	Transitive	Present	--	N/A	No	null	-1.0	-1	conciliat	false
resicken	--	--	--	--	N/A	No	null	-1.0	-1	resick	false
transhipping	--	Ambitransitive	Present	--	N/A	No	null	-1.0	-1	tr	false
diffusing	--	--	Present	--	N/A	No	null	4.6E-5	44129	diffuse	false
overelaborating	--	--	Present	--	N/A	No	null	-1.0	-1	elaborate	false
have out	--	Transitive	--	--	N/A	Seperable	null	-1.0	-1	have	false
reshaken	--	--	--	--	N/A	No	null	-1.0	-1	reshake	false
made	--	--	Past	--	N/A	No	null	0.099312	98	make	true
hoeing	--	--	Present	--	N/A	No	null	3.4E-5	51178	hoe	false
recalculating	--	Transitive	Present	--	N/A	No	null	-1.0	-1	calculate	false
wrap up	--	Transitive	--	--	N/A	Seperable	null	-1.0	-1	wrap up	false
abominating	--	Transitive	Present	--	N/A	No	null	-1.0	-1	abominate	false
litigate	--	Intransitive	--	--	N/A	No	null	1.2E-5	82321	litigate	false
curry	--	tran=np	--	--	N/A	No	null	5.79E-4	10649	curry	false
bade	--	--	--	--	N/A	No	null	1.48E-4	24181	bid	false
tear down	--	Transitive	--	--	N/A	Seperable	null	-1.0	-1	tear down	false
tuberculinizing	--	--	Present	--	N/A	No	null	-1.0	-1	tuberculine	false
unswiveled	--	Transitive	Past	--	N/A	No	null	-1.0	-1	unswivele	false
hoping	--	--	Present	--	N/A	No	null	0.00371	2789	hope	false
water-skiing	--	Intransitive	Present	--	N/A	No	null	-1.0	-1	water	false
sideline	--	Transitive	--	--	N/A	No	null	9.0E-5	31752	sideline	false
curse	--	tran=np	--	--	N/A	No	null	5.57E-4	10926	curse	false
brachiating	--	--	Present	--	N/A	No	null	-1.0	-1	brachiat	false
capitalised	--	Transitive	Past	--	N/A	No	null	1.1E-4	28461	capitalise	false
divulged	--	Transitive	Past	--	N/A	No	null	3.7E-5	49367	divulg	false
preinvited	--	Transitive	Past	--	N/A	No	null	-1.0	-1	invite	false
chipped	--	--	Past	--	N/A	No	null	3.32E-4	15082	chip	false
recrystallising	--	Intransitive	Present	--	N/A	No	null	-1.0	-1	crystallise	false
counterbalance	--	Transitive	--	--	N/A	No	null	7.8E-5	34329	counterbal	false
outshape	--	Transitive	--	--	N/A	No	null	-1.0	-1	outshape	false
curve	--	Ambitransitive	--	--	N/A	No	null	0.002729	3537	curve	false
enrol	--	tran=pphr(in+np)+tran=ascomp:subjc+ditran=np+pphr(in+np)+ditran=pphr(in+np)+pphr(as+cplxtran=np,ascomp:objc	--	--	N/A	No	null	1.36E-4	25510	enrol	false
parenthesizing	--	Transitive	Present	--	N/A	No	null	-1.0	-1	parenthese	false
cultivating	--	Transitive	Present	--	N/A	No	null	1.44E-4	24600	cultivate	false
overhanging	--	--	Present	--	N/A	No	null	1.99E-4	20526	hang	false
uncoil	--	tran=np+tran=pphr(from+np)+ditran=np+pphr(from+np)	--	--	N/A	No	null	-1.0	-1	coil	false
preciting	--	Transitive	Present	--	N/A	No	null	-1.0	-1	cite	false
stroy	--	--	--	--	N/A	No	null	-1.0	-1	stroy	false
outcutting	--	Transitive	Present	--	N/A	No	null	-1.0	-1	outcut	false
strow	--	--	--	--	N/A	No	null	-1.0	-1	strow	false
misaddressing	--	Transitive	Present	--	N/A	No	null	-1.0	-1	misaddres	false
nurse	--	Ambitransitive	--	--	N/A	No	null	0.00358	2871	nurse	false
strop	--	tran=np	--	--	N/A	No	null	1.5E-5	74626	strop	false
unthread	--	Transitive	--	--	N/A	No	null	-1.0	-1	thread	false
characterized	--	Transitive	Past	--	N/A	No	null	9.6E-4	7556	charactere	false
disinflated	--	Transitive	Past	--	N/A	No	null	-1.0	-1	disinflate	false
marsupialized	--	Transitive	Past	--	N/A	No	null	-1.0	-1	marsupial	false
ogle	--	Transitive	--	--	N/A	No	null	2.5E-5	58862	ogle	false
dishallow	--	Transitive	--	--	N/A	No	null	-1.0	-1	dishallow	false
pluralize	--	Intransitive	--	--	N/A	No	null	-1.0	-1	plurale	false
supercool	--	tran=np	--	--	N/A	No	null	-1.0	-1	cool	false
mainlined	--	Ambitransitive	Past	--	N/A	No	null	-1.0	-1	mainline	false
ebonized	--	Transitive	Past	--	N/A	No	null	-1.0	-1	ebone	false
close in	--	Intransitive	--	--	N/A	Seperable	null	-1.0	-1	close in	false
ycleping	--	Transitive	Present	--	N/A	No	null	-1.0	-1	yclepe	false
overcolor	--	--	--	--	N/A	No	null	-1.0	-1	overcole	false
deriving	--	--	Present	--	N/A	No	null	3.4E-4	14887	dere	false
preguide	--	Transitive	--	--	N/A	No	null	-1.0	-1	guide	false
relet	--	--	--	--	N/A	No	null	1.3E-5	78521	let	false
bait	--	Ambitransitive	--	--	N/A	No	null	5.92E-4	10480	bait	false
mail	--	Transitive	--	--	N/A	No	null	0.003587	2864	mail	false
tuberculinise	--	Ambitransitive	--	--	N/A	No	null	-1.0	-1	tuberculinise	false
maim	--	Transitive	--	--	N/A	No	null	4.6E-5	44189	maim	false
bail	--	Transitive	--	--	N/A	No	null	0.001076	6950	bail	false
hachured	--	--	Past	--	N/A	No	null	-1.0	-1	hachure	false
preseparated	--	Transitive	Past	--	N/A	No	null	-1.0	-1	preseparate	false
overplying	--	--	Present	--	N/A	No	null	-1.0	-1	overplie	false
strip	--	Intransitive	--	--	N/A	No	null	0.002067	4381	strip	false
coextend	--	--	--	--	N/A	No	null	-1.0	-1	coextend	false
outwriggle	--	Transitive	--	--	N/A	No	null	-1.0	-1	outwriggle	false
bemusing	--	Transitive	Present	--	N/A	No	null	-1.0	-1	bemuse	false
aminate	--	Transitive	--	--	N/A	No	null	-1.0	-1	aminate	false
detruded	--	Transitive	Past	--	N/A	No	null	-1.0	-1	detrude	false
reexpress	--	Transitive	--	--	N/A	No	null	-1.0	-1	reexp	false
credit	--	Transitive	--	--	N/A	No	null	0.00776	1395	credit	false
discountenance	--	Transitive	--	--	N/A	No	null	-1.0	-1	count	false
Bop	--	--	--	--	N/A	No	null	-1.0	-1	bop	false
decarbonise	--	Transitive	--	--	N/A	No	null	-1.0	-1	carbonise	false
travesty	--	Transitive	--	--	N/A	No	null	9.9E-5	30222	travesty	false
niddle-noddle	--	--	--	--	N/A	No	null	-1.0	-1	niddle-noddle	false
compass	--	Transitive	--	--	N/A	No	null	6.54E-4	9815	compass	false
pettifog	--	--	--	--	N/A	No	null	-1.0	-1	pettifog	false
requoted	--	Transitive	Past	--	N/A	No	null	-1.0	-1	requot	false
denitrated	--	Transitive	Past	--	N/A	No	null	-1.0	-1	denitrate	false
navigated	--	--	Past	--	N/A	No	null	3.4E-5	51314	navigate	false
balk	--	Intransitive	--	--	N/A	No	null	2.3E-5	60738	balk	false
ball	--	Transitive	--	--	N/A	No	null	0.007966	1362	ball	false
germinated	--	--	Past	--	N/A	No	null	2.9E-5	54143	germinate	false
