Word,VerbType,Transivity,Tense,Aspect,Person,Phrasal,IsInfinitive
phonate,--,Intransitive,--,--,N/A,No,null
preoblige,--,Transitive,--,--,N/A,No,null
undid,--,--,--,--,N/A,No,null
familiarize,--,Transitive,--,--,N/A,No,null
have up,--,Transitive,--,--,N/A,Seperable,null
poppled,--,--,Past,--,N/A,No,null
systematising,--,Transitive,--,--,N/A,No,null
recancel,--,Transitive,--,--,N/A,No,null
dimerizing,--,--,--,--,N/A,No,null
predrawn,--,--,--,--,N/A,No,null
inform,--,Ambitransitive,--,--,N/A,No,null
miscalculate,--,Transitive,--,--,N/A,No,null
intertwined,--,Ambitransitive,Past,--,N/A,No,null
represcribing,--,Transitive,--,--,N/A,No,null
recatalogued,--,Transitive,Past,--,N/A,No,null
crammed,--,--,Past,--,N/A,No,null
immortalised,--,Transitive,Past,--,N/A,No,null
observed,--,--,Past,--,N/A,No,null
look back,--,Intransitive,--,--,N/A,NotSeperable,null
prelocate,--,tran=np,--,--,N/A,No,null
wincing,--,--,--,--,N/A,No,null
air-cool,--,Transitive,--,--,N/A,No,null
mischarging,--,--,--,--,N/A,No,null
tap-dancing,--,Intransitive,--,--,N/A,No,null
execute,--,Transitive,--,--,N/A,No,null
mismanaged,--,Ambitransitive,Past,--,N/A,No,null
benefit,--,Transitive,--,--,N/A,No,null
outweed,--,Transitive,Past,--,N/A,No,null
half-volley,--,Ambitransitive,--,--,N/A,No,null
overdebating,--,--,--,--,N/A,No,null
overdemand,--,--,--,--,N/A,No,null
prequoting,--,Transitive,--,--,N/A,No,null
vesicating,--,Transitive,--,--,N/A,No,null
outthwack,--,Transitive,--,--,N/A,No,null
curveted,--,--,Past,--,N/A,No,null
prefertilized,--,Transitive,Past,--,N/A,No,null
examine,--,Transitive,--,--,N/A,No,null
reignited,--,Transitive,Past,--,N/A,No,null
fiddle-faddled,--,--,Past,--,N/A,No,null
uncanonise,--,Transitive,--,--,N/A,No,null
outweep,--,Transitive,--,--,N/A,No,null
subduce,--,Transitive,--,--,N/A,No,null
recompile,--,Transitive,--,--,N/A,No,null
restress,--,Transitive,--,--,N/A,No,null
overimport,--,Transitive,--,--,N/A,No,null
opiated,--,--,Past,--,N/A,No,null
Negroised,--,Transitive,Past,--,N/A,No,null
peised,--,--,Past,--,N/A,No,null
disserve,--,Transitive,--,--,N/A,No,null
unpaganized,--,Transitive,Past,--,N/A,No,null
xylograph,--,Transitive,--,--,N/A,No,null
scarifying,--,Transitive,--,--,N/A,No,null
creased,--,--,Past,--,N/A,No,null
reknotted,--,--,Past,--,N/A,No,null
stabilised,--,Ambitransitive,Past,--,N/A,No,null
disbosom,--,Transitive,--,--,N/A,No,null
extravasate,--,tran=np,--,--,N/A,No,null
resampling,--,Transitive,--,--,N/A,No,null
controlled,--,--,Past,--,N/A,No,null
troubleshooting,--,--,--,--,N/A,No,null
aliment,--,Transitive,--,--,N/A,No,null
turpentine,--,Transitive,--,--,N/A,No,null
expropriating,--,Transitive,--,--,N/A,No,null
caking,--,--,--,--,N/A,No,null
uncanonize,--,Transitive,--,--,N/A,No,null
overfatigued,--,--,Past,--,N/A,No,null
swapped,--,--,Past,--,N/A,No,null
sever,--,Transitive,--,--,N/A,No,null
acculturized,--,Transitive,Past,--,N/A,No,null
cyclized,--,--,Past,--,N/A,No,null
outvalue,--,Transitive,--,--,N/A,No,null
abscising,--,Intransitive,--,--,N/A,No,null
preconsecrating,--,Transitive,--,--,N/A,No,null
admitted,--,--,Past,--,N/A,No,null
proletarianising,--,Transitive,--,--,N/A,No,null
deratizing,--,Transitive,--,--,N/A,No,null
overimpose,--,Transitive,--,--,N/A,No,null
darken,--,tran=np,--,--,N/A,No,null
achieving,--,--,--,--,N/A,No,null
disrupt,--,Transitive,--,--,N/A,No,null
double-clutch,--,Intransitive,--,--,N/A,No,null
converse,--,Intransitive,--,--,N/A,No,null
kedge,--,--,--,--,N/A,No,null
soft-pedaling,--,--,--,--,N/A,No,null
gelatinised,--,Ambitransitive,Past,--,N/A,No,null
overintellectualize,--,--,--,--,N/A,No,null
transchanged,--,Transitive,Past,--,N/A,No,null
chain-react,--,Intransitive,--,--,N/A,No,null
embrangle,--,Transitive,--,--,N/A,No,null
drip-drying,--,--,--,--,N/A,No,null
incriminated,--,Transitive,Past,--,N/A,No,null
jargon,--,Intransitive,--,--,N/A,No,null
power dive,--,--,--,--,N/A,NotSeperable,null
depilating,--,Transitive,--,--,N/A,No,null
overdebate,--,--,--,--,N/A,No,null
desalinate,--,Transitive,--,--,N/A,No,null
spoliating,--,Ambitransitive,--,--,N/A,No,null
skin-dive,--,Intransitive,--,--,N/A,No,null
uncredit,--,Transitive,--,--,N/A,No,null
outbustle,--,Transitive,--,--,N/A,No,null
philtered,--,--,Past,--,N/A,No,null
raped,--,--,Past,--,N/A,No,null
fractionate,--,Transitive,--,--,N/A,No,null
Atticising,--,Intransitive,--,--,N/A,No,null
unmortgaging,--,Transitive,--,--,N/A,No,null
disgust,--,Transitive,--,--,N/A,No,null
misintend,--,--,--,--,N/A,No,null
recolonize,--,Transitive,--,--,N/A,No,null
disconnect,--,Transitive,--,--,N/A,No,null
invocate,--,--,--,--,N/A,No,null
reapologized,--,Transitive,Past,--,N/A,No,null
requisition,--,Transitive,--,--,N/A,No,null
chevies,--,--,--,--,N/A,No,null
outrhyme,--,Transitive,--,--,N/A,No,null
outwell,--,Transitive,--,--,N/A,No,null
two-sttimed,--,Transitive,Past,--,N/A,No,null
allegorise,--,Ambitransitive,--,--,N/A,No,null
registrating,--,Intransitive,--,--,N/A,No,null
quipping,--,--,--,--,N/A,No,null
alphabetizing,--,Transitive,--,--,N/A,No,null
billeted,--,--,Past,--,N/A,No,null
emphasizing,--,Transitive,--,--,N/A,No,null
desulphurised,--,Transitive,Past,--,N/A,No,null
vandalizing,--,Transitive,--,--,N/A,No,null
obtrude,--,Transitive,--,--,N/A,No,null
understudy,--,Transitive,--,--,N/A,No,null
lenticulated,--,Transitive,Past,--,N/A,No,null
reassociate,--,tran=np+ditran=np+pphr(with+np),--,--,N/A,No,null
accessorizing,--,Transitive,--,--,N/A,No,null
indict,--,Transitive,--,--,N/A,No,null
suture,--,Transitive,--,--,N/A,No,null
tattoo,--,tran=np,--,--,N/A,No,null
spiderwebbed,--,Transitive,Past,--,N/A,No,null
enshrining,--,Transitive,--,--,N/A,No,null
field-stript,--,Transitive,--,--,N/A,No,null
stick to,--,--,--,--,N/A,Seperable,null
come forward,--,Intransitive,--,--,N/A,NotSeperable,null
reregister,--,tran=np+tran=infcomp:objc+tran=pphr(in+np),--,--,N/A,No,null
reconcentrating,--,--,--,--,N/A,No,null
goose-step,--,Intransitive,--,--,N/A,No,null
outblaze,--,Transitive,--,--,N/A,No,null
mercurialising,--,Transitive,--,--,N/A,No,null
sneck harling,--,Transitive,--,--,N/A,NotSeperable,null
verify,--,tran=fincomp(t)+tran=np+tran=whfincomp,--,--,N/A,No,null
inaugurate,--,Transitive,--,--,N/A,No,null
heliotyped,--,--,Past,--,N/A,No,null
Iricise,--,Transitive,--,--,N/A,No,null
bestraddling,--,Transitive,--,--,N/A,No,null
darkle,--,--,--,--,N/A,No,null
inhume,--,Transitive,--,--,N/A,No,null
prealarm,--,Transitive,--,--,N/A,No,null
tear away,--,Transitive,--,--,N/A,NotSeperable,null
fellowshiping,--,--,--,--,N/A,No,null
maledict,--,Transitive,--,--,N/A,No,null
outproduce,--,Transitive,--,--,N/A,No,null
impearl,--,Transitive,--,--,N/A,No,null
eternising,--,Transitive,--,--,N/A,No,null
degenerate,--,Intransitive,--,--,N/A,No,null
chevied,--,--,Past,--,N/A,No,null
outwent,--,--,--,--,N/A,No,null
prequalified,--,--,Past,--,N/A,No,null
insult,--,Transitive,--,--,N/A,No,null
imbrangling,--,Transitive,--,--,N/A,No,null
enhearten,--,Transitive,--,--,N/A,No,null
equilibrate,--,tran=np,--,--,N/A,No,null
desterilized,--,Transitive,Past,--,N/A,No,null
overexaggerating,--,--,--,--,N/A,No,null
thatch,--,tran=np,--,--,N/A,No,null
snooze,--,Intransitive,--,--,N/A,No,null
photolithograph,--,Transitive,--,--,N/A,No,null
demean,--,Transitive,--,--,N/A,No,null
disspread,--,Ambitransitive,--,--,N/A,No,null
subduct,--,Transitive,--,--,N/A,No,null
legitimized,--,Transitive,Past,--,N/A,No,null
overbraking,--,Transitive,--,--,N/A,No,null
provision,--,Transitive,--,--,N/A,No,null
idolatrized,--,--,Past,--,N/A,No,null
furnaced,--,--,Past,--,N/A,No,null
hutting,--,--,--,--,N/A,No,null
Gothicising,--,Transitive,--,--,N/A,No,null
naphthalized,--,Transitive,Past,--,N/A,No,null
homogenizing,--,Transitive,--,--,N/A,No,null
revising,--,--,--,--,N/A,No,null
seducing,--,Transitive,--,--,N/A,No,null
parabolizing,--,Transitive,--,--,N/A,No,null
predraft,--,Transitive,--,--,N/A,No,null
strung,--,--,--,--,N/A,No,null
mistranscribing,--,Transitive,--,--,N/A,No,null
insure,--,Ditransitive,--,--,N/A,No,null
infold,--,Transitive,--,--,N/A,No,null
sipped,--,--,Past,--,N/A,No,null
debeak,--,Transitive,--,--,N/A,No,null
opaquing,--,--,--,--,N/A,No,null
outshriek,--,Transitive,--,--,N/A,No,null
porphyrize,--,Transitive,--,--,N/A,No,null
reobligating,--,Transitive,--,--,N/A,No,null
misregulating,--,Transitive,--,--,N/A,No,null
postfix,--,Transitive,--,--,N/A,No,null
rough-hew,--,--,--,--,N/A,No,null
upper-casing,--,--,--,--,N/A,No,null
enculturated,--,Transitive,Past,--,N/A,No,null
decried,--,Transitive,Past,--,N/A,No,null
Yankeefying,--,Transitive,--,--,N/A,No,null
machicolating,--,Transitive,--,--,N/A,No,null
underscoring,--,--,--,--,N/A,No,null
laugh away,--,Transitive,--,--,N/A,NotSeperable,null
untuned,--,Transitive,Past,--,N/A,No,null
countersink,--,tran=np,--,--,N/A,No,null
anticipate,--,Ambitransitive,--,--,N/A,No,null
dupped,--,Transitive,Past,--,N/A,No,null
brocading,--,--,--,--,N/A,No,null
preaccused,--,Transitive,Past,--,N/A,No,null
quartersaw,--,--,--,--,N/A,No,null
strunt,--,Transitive,--,--,N/A,No,null
rehinged,--,Transitive,Past,--,N/A,No,null
reswell,--,--,--,--,N/A,No,null
superaccumulated,--,Intransitive,Past,--,N/A,No,null
contravening,--,Transitive,--,--,N/A,No,null
ignoring,--,Transitive,--,--,N/A,No,null
resetting,--,--,--,--,N/A,No,null
mind out,--,Intransitive,--,--,N/A,NotSeperable,null
wrong-foot,--,Transitive,--,--,N/A,No,null
absent,--,Transitive,--,--,N/A,No,null
misrelating,--,--,--,--,N/A,No,null
verbalise,--,Ambitransitive,--,--,N/A,No,null
cuittle,--,Transitive,--,--,N/A,No,null
fibbed,--,Transitive,Past,--,N/A,No,null
estop,--,--,--,--,N/A,No,null
inletting,--,--,--,--,N/A,No,null
replating,--,Transitive,--,--,N/A,No,null
instruct,--,Transitive,--,--,N/A,No,null
boldfaced,--,--,Past,--,N/A,No,null
regaled,--,--,Past,--,N/A,No,null
engird,--,Transitive,--,--,N/A,No,null
eulogizing,--,Transitive,--,--,N/A,No,null
misnarrated,--,--,Past,--,N/A,No,null
restructuring,--,--,--,--,N/A,No,null
leapt,--,--,--,--,N/A,No,null
outcaroled,--,Transitive,Past,--,N/A,No,null
overreducing,--,--,--,--,N/A,No,null
exsolved,--,Intransitive,Past,--,N/A,No,null
parbuckle,--,Transitive,--,--,N/A,No,null
aggraded,--,Transitive,Past,--,N/A,No,null
reantagonizing,--,Transitive,--,--,N/A,No,null
notch,--,Transitive,--,--,N/A,No,null
throw off,--,Transitive,--,--,N/A,Seperable,null
pullulating,--,Intransitive,--,--,N/A,No,null
outthunder,--,Transitive,--,--,N/A,No,null
underclutch,--,Transitive,--,--,N/A,No,null
prefinanced,--,Transitive,Past,--,N/A,No,null
annotating,--,--,--,--,N/A,No,null
kithe,--,Ambitransitive,--,--,N/A,No,null
snigging,--,Transitive,--,--,N/A,No,null
colonialising,--,Transitive,--,--,N/A,No,null
immesh,--,--,--,--,N/A,No,null
swimming,--,--,--,--,N/A,No,null
prepurpose,--,Transitive,--,--,N/A,No,null
engirt,--,Transitive,--,--,N/A,No,null
devastated,--,Transitive,Past,--,N/A,No,null
reinflated,--,--,Past,--,N/A,No,null
expatiated,--,Intransitive,Past,--,N/A,No,null
restabbed,--,--,Past,--,N/A,No,null
syndicating,--,--,--,--,N/A,No,null
reviolated,--,Transitive,Past,--,N/A,No,null
learn,--,Ambitransitive,--,--,N/A,No,null
outweaving,--,Transitive,--,--,N/A,No,null
disgregated,--,Ambitransitive,Past,--,N/A,No,null
sinuating,--,--,--,--,N/A,No,null
respicing,--,Transitive,--,--,N/A,No,null
prevaccinating,--,Transitive,--,--,N/A,No,null
monopolize,--,Transitive,--,--,N/A,No,null
decasualising,--,Transitive,--,--,N/A,No,null
prestandardized,--,Transitive,Past,--,N/A,No,null
lease,--,Transitive,--,--,N/A,No,null
exploit,--,Transitive,--,--,N/A,No,null
leash,--,Transitive,--,--,N/A,No,null
Sinicizing,--,Transitive,--,--,N/A,No,null
dyke,--,Transitive,--,--,N/A,No,null
superendow,--,Transitive,--,--,N/A,No,null
addressing,--,--,--,--,N/A,No,null
neologize,--,Intransitive,--,--,N/A,No,null
disparaged,--,Transitive,Past,--,N/A,No,null
breast-feed,--,Transitive,Past,--,N/A,No,null
overmodify,--,--,--,--,N/A,No,null
hoveling,--,--,--,--,N/A,No,null
remodeled,--,Transitive,Past,--,N/A,No,null
decasualised,--,Transitive,Past,--,N/A,No,null
entangle,--,Transitive,--,--,N/A,No,null
hypnotizing,--,--,--,--,N/A,No,null
docketed,--,--,Past,--,N/A,No,null
unmitre,--,Transitive,--,--,N/A,No,null
shack,--,tran=pphr(with+np);part(up),--,--,N/A,No,null
lixiviate,--,Transitive,--,--,N/A,No,null
leave,--,Transitive,--,--,N/A,No,null
repromising,--,--,--,--,N/A,No,null
reyoked,--,Transitive,Past,--,N/A,No,null
reswept,--,--,--,--,N/A,No,null
monophthongize,--,Ambitransitive,--,--,N/A,No,null
interstratifying,--,--,--,--,N/A,No,null
shade,--,tran=np+tran=np;part(in),--,--,N/A,No,null
collide,--,Intransitive,--,--,N/A,No,null
brown-nose,--,Intransitive,--,--,N/A,No,null
carburetting,--,Transitive,--,--,N/A,No,null
encoding,--,Transitive,--,--,N/A,No,null
jerry-built,--,Transitive,--,--,N/A,No,null
interradiate,--,Intransitive,--,--,N/A,No,null
misphrased,--,Transitive,Past,--,N/A,No,null
barging,--,--,--,--,N/A,No,null
put aside,--,Transitive,--,--,N/A,Seperable,null
visor,--,Transitive,--,--,N/A,No,null
epitomise,--,Transitive,--,--,N/A,No,null
superactivate,--,Transitive,--,--,N/A,No,null
syllabled,--,--,Past,--,N/A,No,null
muckraking,--,Intransitive,--,--,N/A,No,null
predefault,--,--,--,--,N/A,No,null
enthused,--,--,Past,--,N/A,No,null
alkalify,--,tran=np,--,--,N/A,No,null
jarovizing,--,Transitive,--,--,N/A,No,null
companion,--,Transitive,--,--,N/A,No,null
lindy,--,Intransitive,--,--,N/A,No,null
collied,--,--,Past,--,N/A,No,null
immingling,--,Ambitransitive,--,--,N/A,No,null
serrating,--,--,--,--,N/A,No,null
lined,--,--,Past,--,N/A,No,null
reutilise,--,Transitive,--,--,N/A,No,null
hummed,--,--,Past,--,N/A,No,null
cipher,--,Intransitive,--,--,N/A,No,null
tunnelling,--,--,--,--,N/A,No,null
renegating,--,Transitive,--,--,N/A,No,null
sell off,--,Transitive,--,--,N/A,NotSeperable,null
speak for,--,Intransitive,--,--,N/A,Seperable,null
bespangle,--,Transitive,--,--,N/A,No,null
applique,--,tran=np,--,--,N/A,No,null
prelecture,--,--,--,--,N/A,No,null
prelabor,--,Intransitive,--,--,N/A,No,null
apprizing,--,Transitive,--,--,N/A,No,null
spacewalk,--,Intransitive,--,--,N/A,No,null
malleated,--,Transitive,Past,--,N/A,No,null
shaft,--,tran=np,--,--,N/A,No,null
outbudded,--,Transitive,Past,--,N/A,No,null
unswivel,--,Transitive,--,--,N/A,No,null
eyeletting,--,--,--,--,N/A,No,null
charter,--,Transitive,--,--,N/A,No,null
compost,--,Transitive,--,--,N/A,No,null
predefray,--,Transitive,--,--,N/A,No,null
steamroller,--,Transitive,--,--,N/A,No,null
cumulated,--,--,Past,--,N/A,No,null
tinctured,--,--,Past,--,N/A,No,null
unmiter,--,Transitive,--,--,N/A,No,null
intermeddle,--,Intransitive,--,--,N/A,No,null
explode,--,Intransitive,--,--,N/A,No,null
brave,--,Transitive,--,--,N/A,No,null
narrow,--,Ambitransitive,--,--,N/A,No,null
Graecized,--,Ambitransitive,Past,--,N/A,No,null
gated,--,--,Past,--,N/A,No,null
reinfer,--,Transitive,--,--,N/A,No,null
contradict,--,Ambitransitive,--,--,N/A,No,null
bootlegged,--,--,Past,--,N/A,No,null
shape,--,Transitive,--,--,N/A,No,null
comport,--,Ambitransitive,--,--,N/A,No,null
verbalize,--,Intransitive,--,--,N/A,No,null
parochialise,--,Ambitransitive,--,--,N/A,No,null
abominated,--,Transitive,Past,--,N/A,No,null
demised,--,--,Past,--,N/A,No,null
tabletting,--,--,--,--,N/A,No,null
submerge,--,Transitive,--,--,N/A,No,null
converge,--,Intransitive,--,--,N/A,No,null
compose,--,Intransitive,--,--,N/A,No,null
capsulizing,--,Transitive,--,--,N/A,No,null
dement,--,Transitive,--,--,N/A,No,null
brawl,--,Intransitive,--,--,N/A,No,null
hyalinized,--,Intransitive,Past,--,N/A,No,null
overstriving,--,Intransitive,--,--,N/A,No,null
verbalised,--,Ambitransitive,Past,--,N/A,No,null
eternalizing,--,Transitive,--,--,N/A,No,null
overclog,--,Transitive,--,--,N/A,No,null
persecuted,--,Transitive,Past,--,N/A,No,null
reacclimated,--,--,Past,--,N/A,No,null
ungird,--,Transitive,--,--,N/A,No,null
parquet,--,Transitive,--,--,N/A,No,null
jargonise,--,Intransitive,--,--,N/A,No,null
parochialism,--,Ambitransitive,--,--,N/A,No,null
epitomize,--,Transitive,--,--,N/A,No,null
vacuum,--,tran=np+tran=np;part(out)+tran=np;part(up)+ditran=np+pphr(for+np);part(up),--,--,N/A,No,null
emasculated,--,--,Past,--,N/A,No,null
singed,--,--,Past,--,N/A,No,null
administer,--,Ditransitive,--,--,N/A,No,null
ungirt,--,Transitive,--,--,N/A,No,null
share,--,Transitive,--,--,N/A,No,null
eluting,--,Transitive,--,--,N/A,No,null
jerry-build,--,tran=np,--,--,N/A,No,null
umpire,--,tran=np,--,--,N/A,No,null
shark,--,--,--,--,N/A,No,null
braze,--,Transitive,--,--,N/A,No,null
outcrowd,--,Transitive,--,--,N/A,No,null
gestated,--,--,Past,--,N/A,No,null
supplicate,--,Transitive,--,--,N/A,No,null
throbbing,--,--,--,--,N/A,No,null
sharp,--,Transitive,--,--,N/A,No,null
overmonopolized,--,Transitive,Past,--,N/A,No,null
reswear,--,--,--,--,N/A,No,null
adjudicated,--,--,Past,--,N/A,No,null
anthropomorphized,--,Ambitransitive,Past,--,N/A,No,null
effeminised,--,Transitive,Past,--,N/A,No,null
overcloy,--,Transitive,--,--,N/A,No,null
hatchel,--,--,--,--,N/A,No,null
outdrive,--,Transitive,--,--,N/A,No,null
campshedding,--,Transitive,--,--,N/A,No,null
unswiveling,--,Transitive,--,--,N/A,No,null
coted,--,Transitive,Past,--,N/A,No,null
excelled,--,--,Past,--,N/A,No,null
shake,--,Transitive,--,--,N/A,No,null
displeasure,--,Transitive,--,--,N/A,No,null
tucker,--,Transitive,--,--,N/A,No,null
put-put,--,--,--,--,N/A,No,null
stratified,--,--,Past,--,N/A,No,null
outdrink,--,Transitive,--,--,N/A,No,null
recolor,--,Transitive,--,--,N/A,No,null
visualize,--,tran=ingcomp:arbc+tran=np+tran=whfincomp+tran=whinfcomp:arbc+cplxtran=np,ingcomp:objr+cplxtran=np,ascomp:objc,--,--,N/A,No,null
finagled,--,--,Past,--,N/A,No,null
introvert,--,Transitive,--,--,N/A,No,null
sonnetized,--,--,Past,--,N/A,No,null
contuse,--,Transitive,--,--,N/A,No,null
indagating,--,Transitive,--,--,N/A,No,null
outlead,--,Transitive,--,--,N/A,No,null
jargonize,--,Ambitransitive,--,--,N/A,No,null
shall,Modal,--,Present,--,N/A,No,false
dramatising,--,Transitive,--,--,N/A,No,null
shalt,--,--,--,--,N/A,No,null
prelabel,--,Transitive,--,--,N/A,No,null
substituted,--,--,Past,--,N/A,No,null
abseil,--,Intransitive,--,--,N/A,No,null
activate,--,Transitive,--,--,N/A,No,null
laurelling,--,--,--,--,N/A,No,null
outleap,--,--,--,--,N/A,No,null
regambling,--,--,--,--,N/A,No,null
shame,--,Transitive,--,--,N/A,No,null
indent,--,Transitive,--,--,N/A,No,null
outhorror,--,Transitive,--,--,N/A,No,null
outbridge,--,Transitive,--,--,N/A,No,null
pollute,--,Transitive,--,--,N/A,No,null
interdebate,--,--,--,--,N/A,No,null
exalt,--,Transitive,--,--,N/A,No,null
outvoiced,--,Transitive,Past,--,N/A,No,null
reload,--,tran=np+ditran=np+pphr(into+np)+ditran=np+pphr(onto+np)+ditran=np+pphr(with+np),--,--,N/A,No,null
revoting,--,--,--,--,N/A,No,null
verbified,--,Transitive,Past,--,N/A,No,null
outwear,--,tran=np,--,--,N/A,No,null
resplice,--,Transitive,--,--,N/A,No,null
photocopy,--,tran=np,--,--,N/A,No,null
bandfile,--,Transitive,--,--,N/A,No,null
double-dated,--,--,Past,--,N/A,No,null
neologise,--,Intransitive,--,--,N/A,No,null
relieve,--,Transitive,--,--,N/A,No,null
zigzagging,--,--,--,--,N/A,No,null
reloan,--,Transitive,--,--,N/A,No,null
pencil,--,Transitive,--,--,N/A,No,null
shank,--,Intransitive,--,--,N/A,No,null
complying,--,Intransitive,--,--,N/A,No,null
rated,--,--,Past,--,N/A,No,null
kythed,--,Ambitransitive,Past,--,N/A,No,null
resweep,--,--,--,--,N/A,No,null
kick about,--,Ambitransitive,--,--,N/A,NotSeperable,null
outawing,--,Transitive,--,--,N/A,No,null
maladminister,--,Transitive,--,--,N/A,No,null
maintain,--,Transitive,--,--,N/A,No,null
shogged,--,--,Past,--,N/A,No,null
couch,--,Ambitransitive,--,--,N/A,No,null
ramify,--,Intransitive,--,--,N/A,No,null
unequalising,--,Transitive,--,--,N/A,No,null
vised,--,--,Past,--,N/A,No,null
acronymized,--,Intransitive,Past,--,N/A,No,null
ruminated,--,--,Past,--,N/A,No,null
undrawn,--,--,--,--,N/A,No,null
overnursing,--,Transitive,--,--,N/A,No,null
