Word,VerbType,Transivity,Tense,Aspect,Person,Phrasal,IsInfinitive
underruling,--,--,--,--,N/A,No,null
preissued,--,Transitive,Past,--,N/A,No,null
typeset,--,tran=np,--,--,N/A,No,null
half-sole,--,Transitive,--,--,N/A,No,null
prescribed,--,--,Past,--,N/A,No,null
unnaturalised,--,Transitive,Past,--,N/A,No,null
disboweling,--,Transitive,--,--,N/A,No,null
empathize,--,Intransitive,--,--,N/A,No,null
expedited,--,--,Past,--,N/A,No,null
deodorising,--,Transitive,--,--,N/A,No,null
derogate,--,Intransitive,--,--,N/A,No,null
type-casting,--,--,--,--,N/A,No,null
urbanise,--,Transitive,--,--,N/A,No,null
interwarred,--,Intransitive,Past,--,N/A,No,null
colligating,--,Transitive,--,--,N/A,No,null
notified,--,Transitive,Past,--,N/A,No,null
water-skied,--,Intransitive,Past,--,N/A,No,null
insulinized,--,Transitive,Past,--,N/A,No,null
Wechsler-Bellevue Scale,--,Ambitransitive,--,--,N/A,NotSeperable,null
command,--,Transitive,--,--,N/A,No,null
distanced,--,--,Past,--,N/A,No,null
grimace,--,Intransitive,--,--,N/A,No,null
Latinising,--,Ambitransitive,--,--,N/A,No,null
sectarianize,--,Transitive,--,--,N/A,No,null
discreating,--,Transitive,--,--,N/A,No,null
immuring,--,Transitive,--,--,N/A,No,null
ulcerated,--,--,Past,--,N/A,No,null
obduce,--,--,--,--,N/A,No,null
air-drying,--,--,--,--,N/A,No,null
Hinduizing,--,Transitive,--,--,N/A,No,null
impropriating,--,--,--,--,N/A,No,null
fenagling,--,Ambitransitive,--,--,N/A,No,null
faming,--,--,--,--,N/A,No,null
slag,--,--,--,--,N/A,No,null
urge,--,Transitive,--,--,N/A,No,null
slab,--,Transitive,--,--,N/A,No,null
exfoliated,--,--,Past,--,N/A,No,null
predeluding,--,Transitive,--,--,N/A,No,null
cold work,--,--,--,--,N/A,NotSeperable,null
night-club,--,Intransitive,--,--,N/A,No,null
parchmentize,--,Transitive,--,--,N/A,No,null
desegregated,--,--,Past,--,N/A,No,null
hypnotize,--,Transitive,--,--,N/A,No,null
splanchnopleure,--,Intransitive,--,--,N/A,No,null
wire house,--,Ambitransitive,--,--,N/A,NotSeperable,null
behaving,--,--,--,--,N/A,No,null
punned,--,--,Past,--,N/A,No,null
liquate,--,Transitive,--,--,N/A,No,null
capitalize,--,--,--,--,N/A,No,null
necrose,--,--,--,--,N/A,No,null
cable-stitch,--,Intransitive,--,--,N/A,No,null
drawbore,--,Transitive,--,--,N/A,No,null
drag out of,--,Transitive,--,--,N/A,Seperable,null
abought,--,--,--,--,N/A,No,null
outflung,--,Transitive,--,--,N/A,No,null
concretized,--,Transitive,Past,--,N/A,No,null
take after,--,Intransitive,--,--,N/A,Seperable,null
scathed,--,--,Past,--,N/A,No,null
backwater,--,--,--,--,N/A,No,null
ferrotyped,--,--,Past,--,N/A,No,null
resowed,--,Transitive,Past,--,N/A,No,null
disembody,--,tran=np,--,--,N/A,No,null
outstripping,--,Transitive,--,--,N/A,No,null
tabularizing,--,Transitive,--,--,N/A,No,null
estimating,--,--,--,--,N/A,No,null
enthralling,--,Transitive,--,--,N/A,No,null
minimize,--,Transitive,--,--,N/A,No,null
bridled,--,--,Past,--,N/A,No,null
descend,--,Ambitransitive,--,--,N/A,No,null
evangelized,--,--,Past,--,N/A,No,null
flavour,--,Transitive,--,--,N/A,No,null
slay,--,tran=np,--,--,N/A,No,null
overdomesticating,--,Transitive,--,--,N/A,No,null
intersalute,--,Intransitive,--,--,N/A,No,null
assibilating,--,--,--,--,N/A,No,null
embowelling,--,Transitive,--,--,N/A,No,null
regarnish,--,Transitive,--,--,N/A,No,null
caning,--,--,--,--,N/A,No,null
exteriorized,--,Transitive,Past,--,N/A,No,null
unclose,--,--,--,--,N/A,No,null
outranged,--,Transitive,Past,--,N/A,No,null
gumming,--,--,--,--,N/A,No,null
refry,--,tran=np+ditran=np+pphr(for+np);datmvt,--,--,N/A,No,null
slam,--,Ambitransitive,--,--,N/A,No,null
pretiring,--,Transitive,--,--,N/A,No,null
regreet,--,Ambitransitive,--,--,N/A,No,null
slat,--,tran=np,--,--,N/A,No,null
slap,--,Transitive,--,--,N/A,No,null
spread-eagle,--,Intransitive,--,--,N/A,No,null
unhull,--,Transitive,--,--,N/A,No,null
hierarchise,--,Transitive,--,--,N/A,No,null
confuting,--,Transitive,--,--,N/A,No,null
displeasuring,--,--,--,--,N/A,No,null
enolized,--,Ambitransitive,Past,--,N/A,No,null
repast,--,Intransitive,--,--,N/A,No,null
sled,--,Intransitive,Past,--,N/A,No,null
intubate,--,Transitive,--,--,N/A,No,null
ambulate,--,Intransitive,--,--,N/A,No,null
elutriate,--,Transitive,--,--,N/A,No,null
slide over,--,Intransitive,--,--,N/A,NotSeperable,null
desulfurize,--,Transitive,--,--,N/A,No,null
personated,--,--,Past,--,N/A,No,null
prebargain,--,Transitive,--,--,N/A,No,null
fall back,--,Intransitive,--,--,N/A,NotSeperable,null
deregister,--,--,--,--,N/A,No,null
capping,--,--,--,--,N/A,No,null
gather,--,Ambitransitive,--,--,N/A,No,null
mayst,--,--,--,--,N/A,No,null
reforged,--,Transitive,Past,--,N/A,No,null
cross-licensing,--,--,--,--,N/A,No,null
elegise,--,Ambitransitive,--,--,N/A,No,null
risen,--,--,--,--,N/A,No,null
transact,--,tran=np,--,--,N/A,No,null
valorized,--,Transitive,Past,--,N/A,No,null
oozing,--,--,--,--,N/A,No,null
unpiling,--,--,--,--,N/A,No,null
preblockade,--,Transitive,--,--,N/A,No,null
peptized,--,Transitive,Past,--,N/A,No,null
deoxygenated,--,Transitive,Past,--,N/A,No,null
finnick,--,Intransitive,--,--,N/A,No,null
outspread,--,--,--,--,N/A,No,null
overbrag,--,--,--,--,N/A,No,null
reinsuring,--,Transitive,--,--,N/A,No,null
reearn,--,Transitive,--,--,N/A,No,null
exuberating,--,Intransitive,--,--,N/A,No,null
capitalise,--,Transitive,--,--,N/A,No,null
repark,--,tran=np+cplxtran=np,advbl,--,--,N/A,No,null
simmer down,--,Transitive,--,--,N/A,NotSeperable,null
prestruggling,--,Intransitive,--,--,N/A,No,null
TV table,--,Transitive,--,--,N/A,NotSeperable,null
unruffle,--,Ambitransitive,--,--,N/A,No,null
irritate,--,Transitive,--,--,N/A,No,null
preconcentrate,--,tran=np,--,--,N/A,No,null
preextract,--,Transitive,--,--,N/A,No,null
knuckle,--,Ambitransitive,--,--,N/A,No,null
illuminate,--,Ambitransitive,--,--,N/A,No,null
mistake,--,Transitive,--,--,N/A,No,null
enfranchised,--,Transitive,Past,--,N/A,No,null
protrude,--,tran=np,--,--,N/A,No,null
outgazing,--,Transitive,--,--,N/A,No,null
draw out,--,Ambitransitive,--,--,N/A,Seperable,null
misnavigating,--,--,--,--,N/A,No,null
frenzy,--,--,--,--,N/A,No,null
prodding,--,--,--,--,N/A,No,null
counterweigh,--,--,--,--,N/A,No,null
resterilized,--,Transitive,Past,--,N/A,No,null
sley,--,Transitive,--,--,N/A,No,null
hypnotise,--,Ambitransitive,--,--,N/A,No,null
alliterating,--,--,--,--,N/A,No,null
begirded,--,Transitive,Past,--,N/A,No,null
slew,--,--,--,--,N/A,No,null
slid,--,--,--,--,N/A,No,null
linearize,--,Transitive,--,--,N/A,No,null
uspoke,--,Transitive,--,--,N/A,No,null
slim,--,--,--,--,N/A,No,null
unfrost,--,Transitive,--,--,N/A,No,null
horseshoed,--,--,Past,--,N/A,No,null
driech,--,Transitive,--,--,N/A,No,null
cising,--,Transitive,--,--,N/A,No,null
abominate,--,Transitive,--,--,N/A,No,null
corbeled,--,--,Past,--,N/A,No,null
preaffect,--,Transitive,--,--,N/A,No,null
uglify,--,tran=np,--,--,N/A,No,null
extradite,--,Transitive,--,--,N/A,No,null
tackled,--,--,Past,--,N/A,No,null
hooray,--,--,--,--,N/A,No,null
redipped,--,--,Past,--,N/A,No,null
Jacobinized,--,Transitive,Past,--,N/A,No,null
hinnying,--,Intransitive,--,--,N/A,No,null
quarry,--,tran=np,--,--,N/A,No,null
permeating,--,--,--,--,N/A,No,null
carbonise,--,Transitive,--,--,N/A,No,null
cross-examining,--,Transitive,--,--,N/A,No,null
carven,--,--,--,--,N/A,No,null
circumscribe,--,Transitive,--,--,N/A,No,null
carved,--,--,Past,--,N/A,No,null
peptonize,--,Transitive,--,--,N/A,No,null
boil over,--,Intransitive,--,--,N/A,NotSeperable,null
pretasting,--,Transitive,--,--,N/A,No,null
mussy,--,Intransitive,--,--,N/A,No,null
overpictorialized,--,--,Past,--,N/A,No,null
precaptured,--,Transitive,Past,--,N/A,No,null
interdigitated,--,Intransitive,Past,--,N/A,No,null
parole,--,Transitive,--,--,N/A,No,null
outjutting,--,Transitive,--,--,N/A,No,null
truckling,--,Intransitive,--,--,N/A,No,null
kenneling,--,--,--,--,N/A,No,null
modernizing,--,--,--,--,N/A,No,null
respecify,--,tran=np+tran=whinfcomp:arbc+tran=whfincomp+tran=fincomp(o),--,--,N/A,No,null
tippling,--,--,--,--,N/A,No,null
win out,--,Intransitive,--,--,N/A,NotSeperable,null
prerent,--,Transitive,--,--,N/A,No,null
beneficiate,--,Transitive,--,--,N/A,No,null
repave,--,Transitive,--,--,N/A,No,null
embrittle,--,Ambitransitive,--,--,N/A,No,null
prepublish,--,Transitive,--,--,N/A,No,null
carry forward,--,Transitive,--,--,N/A,NotSeperable,null
ice-skating,--,Intransitive,--,--,N/A,No,null
caponized,--,Transitive,Past,--,N/A,No,null
slit,--,tran=np+cplxtran=np,adj,--,--,N/A,No,null
outinvent,--,Transitive,--,--,N/A,No,null
slip,--,Intransitive,--,--,N/A,No,null
repawn,--,Transitive,--,--,N/A,No,null
stored,--,--,Past,--,N/A,No,null
stand down,--,Intransitive,--,--,N/A,NotSeperable,null
ring up,--,Transitive,--,--,N/A,NotSeperable,null
elegised,--,Ambitransitive,Past,--,N/A,No,null
piss off,--,Ambitransitive,--,--,N/A,Seperable,null
decorticated,--,Transitive,Past,--,N/A,No,null
scaled,--,--,Past,--,N/A,No,null
capped,--,--,Past,--,N/A,No,null
emplane,--,tran=np,--,--,N/A,No,null
reacceding,--,Transitive,--,--,N/A,No,null
outmount,--,Transitive,--,--,N/A,No,null
displumed,--,Transitive,Past,--,N/A,No,null
ruminating,--,--,--,--,N/A,No,null
camphorate,--,Transitive,--,--,N/A,No,null
driegh,--,Transitive,--,--,N/A,No,null
preutilize,--,Transitive,--,--,N/A,No,null
overflavor,--,--,--,--,N/A,No,null
tessellating,--,--,--,--,N/A,No,null
recommencing,--,--,--,--,N/A,No,null
syllabizing,--,Transitive,--,--,N/A,No,null
goster,--,Intransitive,--,--,N/A,No,null
parody,--,tran=np,--,--,N/A,No,null
abducing,--,Transitive,--,--,N/A,No,null
phase out,--,Transitive,--,--,N/A,NotSeperable,null
stop in,--,Intransitive,--,--,N/A,Seperable,null
vinylate,--,Transitive,--,--,N/A,No,null
recontemplate,--,--,--,--,N/A,No,null
ginger,--,Transitive,--,--,N/A,No,null
eliding,--,Transitive,--,--,N/A,No,null
precounsel,--,--,--,--,N/A,No,null
fortuning,--,--,--,--,N/A,No,null
suspired,--,--,Past,--,N/A,No,null
kaolinizing,--,Transitive,--,--,N/A,No,null
slog,--,Intransitive,--,--,N/A,No,null
elegize,--,--,--,--,N/A,No,null
hatchelled,--,--,Past,--,N/A,No,null
slot,--,tran=np+cplxtran=np,advbl,--,--,N/A,No,null
slop,--,Ambitransitive,--,--,N/A,No,null
intubatting,--,Transitive,--,--,N/A,No,null
cannonaded,--,--,Past,--,N/A,No,null
hurtle,--,Intransitive,--,--,N/A,No,null
fistulize,--,Intransitive,--,--,N/A,No,null
supercalender,--,Transitive,--,--,N/A,No,null
rewiring,--,Transitive,--,--,N/A,No,null
peptonise,--,Transitive,--,--,N/A,No,null
paged,--,--,Past,--,N/A,No,null
overstored,--,--,Past,--,N/A,No,null
buffalo,--,Transitive,--,--,N/A,No,null
fellowshiped,--,--,Past,--,N/A,No,null
outvociferate,--,Transitive,--,--,N/A,No,null
victimizing,--,Transitive,--,--,N/A,No,null
outwringing,--,Transitive,--,--,N/A,No,null
gestate,--,tran=np,--,--,N/A,No,null
outdodging,--,Transitive,--,--,N/A,No,null
flare,--,Transitive,--,--,N/A,No,null
corbel,--,tran=np,--,--,N/A,No,null
hurdled,--,--,Past,--,N/A,No,null
implore,--,Transitive,--,--,N/A,No,null
countenancing,--,--,--,--,N/A,No,null
immersing,--,Transitive,--,--,N/A,No,null
draw off,--,--,--,--,N/A,NotSeperable,null
run off,--,Ambitransitive,--,--,N/A,NotSeperable,null
polymerized,--,--,Past,--,N/A,No,null
shamble,--,Intransitive,--,--,N/A,No,null
finning,--,--,--,--,N/A,No,null
outvie,--,Transitive,--,--,N/A,No,null
mimicking,--,--,--,--,N/A,No,null
barbarised,--,Ambitransitive,Past,--,N/A,No,null
dance,--,Intransitive,--,--,N/A,No,null
enwrapping,--,Transitive,--,--,N/A,No,null
preunderstanding,--,--,--,--,N/A,No,null
prickspur,--,Transitive,--,--,N/A,No,null
amaze,--,Transitive,--,--,N/A,No,null
schreinerized,--,Transitive,Past,--,N/A,No,null
frivoling,--,--,--,--,N/A,No,null
slow,--,Ambitransitive,--,--,N/A,No,null
temporise,--,Intransitive,--,--,N/A,No,null
refired,--,--,Past,--,N/A,No,null
systematised,--,Transitive,Past,--,N/A,No,null
formulating,--,Transitive,--,--,N/A,No,null
energize,--,Transitive,--,--,N/A,No,null
nol-prossing,--,Transitive,--,--,N/A,No,null
repacified,--,Transitive,Past,--,N/A,No,null
outmouth,--,Transitive,--,--,N/A,No,null
wabbling,--,Intransitive,--,--,N/A,No,null
reneutralizing,--,--,--,--,N/A,No,null
preclose,--,Transitive,--,--,N/A,No,null
agglutinating,--,--,--,--,N/A,No,null
propining,--,--,--,--,N/A,No,null
flash,--,Transitive,--,--,N/A,No,null
re-search,--,Ambitransitive,--,--,N/A,No,null
uncloak,--,Ambitransitive,--,--,N/A,No,null
bestrewing,--,Transitive,--,--,N/A,No,null
pick-up,--,--,--,--,N/A,No,null
overply,--,--,--,--,N/A,No,null
mammer,--,Intransitive,--,--,N/A,No,null
preacknowledged,--,Transitive,Past,--,N/A,No,null
emplace,--,Transitive,--,--,N/A,No,null
interpledge,--,Transitive,--,--,N/A,No,null
sum up,--,Transitive,--,--,N/A,Seperable,null
recensor,--,Transitive,--,--,N/A,No,null
bemean,--,--,--,--,N/A,No,null
gossip,--,Intransitive,--,--,N/A,No,null
decollated,--,Transitive,Past,--,N/A,No,null
cravatted,--,--,Past,--,N/A,No,null
slur,--,tran=np,--,--,N/A,No,null
slum,--,Intransitive,--,--,N/A,No,null
prechloroform,--,Transitive,--,--,N/A,No,null
gabbled,--,--,Past,--,N/A,No,null
refit,--,tran=np,--,--,N/A,No,null
boast,--,Intransitive,--,--,N/A,No,null
slub,--,Transitive,--,--,N/A,No,null
flank,--,tran=np,--,--,N/A,No,null
segment,--,tran=np,--,--,N/A,No,null
Twin Cities,--,Intransitive,--,--,N/A,NotSeperable,null
overvalue,--,Transitive,--,--,N/A,No,null
slue,--,--,--,--,N/A,No,null
marshaled,--,--,Past,--,N/A,No,null
slug,--,Intransitive,--,--,N/A,No,null
cater,--,Intransitive,--,--,N/A,No,null
preclosing,--,Transitive,--,--,N/A,No,null
pull down,--,Transitive,--,--,N/A,Seperable,null
penance,--,Transitive,--,--,N/A,No,null
regress,--,Intransitive,--,--,N/A,No,null
repurpose,--,Transitive,--,--,N/A,No,null
abscised,--,Intransitive,Past,--,N/A,No,null
collated,--,Transitive,Past,--,N/A,No,null
flutter,--,Intransitive,--,--,N/A,No,null
plane table,--,--,--,--,N/A,NotSeperable,null
germinate,--,tran=np,--,--,N/A,No,null
misrehearsed,--,--,Past,--,N/A,No,null
overblame,--,Transitive,--,--,N/A,No,null
dramming,--,--,--,--,N/A,No,null
unlabialized,--,Transitive,Past,--,N/A,No,null
extravasating,--,--,--,--,N/A,No,null
swinging,--,--,--,--,N/A,No,null
migrate,--,Intransitive,--,--,N/A,No,null
mistranscribe,--,Transitive,--,--,N/A,No,null
outwarble,--,Transitive,--,--,N/A,No,null
fraternizing,--,--,--,--,N/A,No,null
quasi-pledged,--,--,Past,--,N/A,No,null
intrude,--,tran=pphr(into+np)+tran=pphr(upon+np)+tran=pphr(on+np)+ditran=np+pphr(into+np)+ditran=np+pphr(on+np)+ditran=np+pphr(upon+np),--,--,N/A,No,null
pitapat,--,--,--,--,N/A,No,null
tangent-sawing,--,Transitive,--,--,N/A,No,null
garble,--,Transitive,--,--,N/A,No,null
reoutline,--,Transitive,--,--,N/A,No,null
overbuying,--,--,--,--,N/A,No,null
redefying,--,Transitive,--,--,N/A,No,null
reladling,--,Transitive,--,--,N/A,No,null
unpuzzling,--,Transitive,--,--,N/A,No,null
disenfranchised,--,Transitive,Past,--,N/A,No,null
ring in,--,Transitive,--,--,N/A,NotSeperable,null
squinny,--,Intransitive,--,--,N/A,No,null
ambulated,--,Intransitive,Past,--,N/A,No,null
electrolyze,--,Transitive,--,--,N/A,No,null
outreading,--,Transitive,--,--,N/A,No,null
redriving,--,--,--,--,N/A,No,null
refer,--,Transitive,--,--,N/A,No,null
underpinned,--,Transitive,Past,--,N/A,No,null
overinvest,--,tran=np,--,--,N/A,No,null
flame,--,Intransitive,--,--,N/A,No,null
desegregating,--,--,--,--,N/A,No,null
unhuddled,--,Transitive,Past,--,N/A,No,null
categorised,--,Transitive,Past,--,N/A,No,null
obelized,--,Transitive,Past,--,N/A,No,null
propend,--,Intransitive,--,--,N/A,No,null
predeceive,--,Transitive,--,--,N/A,No,null
transchange,--,Transitive,--,--,N/A,No,null
jiggled,--,--,Past,--,N/A,No,null
denouncing,--,Transitive,--,--,N/A,No,null
unfrock,--,Transitive,--,--,N/A,No,null
frying,--,--,--,--,N/A,No,null
overpurchase,--,Transitive,--,--,N/A,No,null
hypnotized,--,--,Past,--,N/A,No,null
outscold,--,Transitive,--,--,N/A,No,null
formalized,--,--,Past,--,N/A,No,null
catch,--,Ambitransitive,--,--,N/A,No,null
probed,--,--,Past,--,N/A,No,null
overmonopolize,--,Transitive,--,--,N/A,No,null
outspurn,--,Transitive,--,--,N/A,No,null
abash,--,Transitive,--,--,N/A,No,null
outpraise,--,Transitive,--,--,N/A,No,null
abase,--,Transitive,--,--,N/A,No,null
preconjecturing,--,Transitive,--,--,N/A,No,null
third-degreed,--,--,Past,--,N/A,No,null
subside,--,Intransitive,--,--,N/A,No,null
flake,--,Transitive,--,--,N/A,No,null
outspurt,--,Transitive,--,--,N/A,No,null
minimise,--,Transitive,--,--,N/A,No,null
solacing,--,--,--,--,N/A,No,null
unfork,--,Transitive,--,--,N/A,No,null
editorialize,--,Intransitive,--,--,N/A,No,null
defamed,--,Transitive,Past,--,N/A,No,null
gorgonising,--,Transitive,--,--,N/A,No,null
guised,--,--,Past,--,N/A,No,null
water-waved,--,Transitive,Past,--,N/A,No,null
acculturize,--,Transitive,--,--,N/A,No,null
abate,--,Ambitransitive,--,--,N/A,No,null
decolourise,--,Transitive,--,--,N/A,No,null
reacquiring,--,Transitive,--,--,N/A,No,null
sentenced,--,--,Past,--,N/A,No,null
acknowledging,--,Transitive,--,--,N/A,No,null
overproving,--,Transitive,--,--,N/A,No,null
chloridized,--,Transitive,Past,--,N/A,No,null
amass,--,Transitive,--,--,N/A,No,null
elutriated,--,Transitive,Past,--,N/A,No,null
drumbled,--,Intransitive,Past,--,N/A,No,null
energise,--,Ambitransitive,--,--,N/A,No,null
bastard-sawn,--,Transitive,--,--,N/A,No,null
hightail,--,Intransitive,--,--,N/A,No,null
outtrump,--,Transitive,--,--,N/A,No,null
eloping,--,Intransitive,--,--,N/A,No,null
temporize,--,Intransitive,--,--,N/A,No,null
amate,--,Transitive,--,--,N/A,No,null
flail,--,Transitive,--,--,N/A,No,null
hektograph,--,Transitive,--,--,N/A,No,null
enmarble,--,Transitive,--,--,N/A,No,null
outslide,--,Transitive,--,--,N/A,No,null
refix,--,Transitive,--,--,N/A,No,null
board,--,Ambitransitive,--,--,N/A,No,null
preerupt,--,Intransitive,--,--,N/A,No,null
pursuing,--,--,--,--,N/A,No,null
regerminating,--,--,--,--,N/A,No,null
elinguated,--,Transitive,Past,--,N/A,No,null
enchain,--,Transitive,--,--,N/A,No,null
lambasting,--,Transitive,--,--,N/A,No,null
masculinizing,--,Transitive,--,--,N/A,No,null
include out,--,Transitive,--,--,N/A,NotSeperable,null
skedaddle,--,Intransitive,--,--,N/A,No,null
mused,--,--,Past,--,N/A,No,null
bituminize,--,Transitive,--,--,N/A,No,null
key up,--,Transitive,--,--,N/A,NotSeperable,null
intrigue,--,Ambitransitive,--,--,N/A,No,null
retemper,--,Transitive,--,--,N/A,No,null
upswing,--,Intransitive,--,--,N/A,No,null
Baalized,--,Transitive,Past,--,N/A,No,null
antagonized,--,--,Past,--,N/A,No,null
unfencing,--,Transitive,--,--,N/A,No,null
rehypothecated,--,Transitive,Past,--,N/A,No,null
subintroduce,--,Transitive,--,--,N/A,No,null
decussating,--,--,--,--,N/A,No,null
intervaried,--,Intransitive,Past,--,N/A,No,null
fulminated,--,--,Past,--,N/A,No,null
sell up,--,Ambitransitive,--,--,N/A,NotSeperable,null
subjoin,--,Transitive,--,--,N/A,No,null
fructifying,--,--,--,--,N/A,No,null
relocated,--,Transitive,Past,--,N/A,No,null
glozed,--,Ambitransitive,Past,--,N/A,No,null
deep-ffrozen,--,Transitive,--,--,N/A,No,null
dehumanizing,--,Transitive,--,--,N/A,No,null
burglarised,--,Ambitransitive,Past,--,N/A,No,null
outquote,--,Transitive,--,--,N/A,No,null
harled,--,Ambitransitive,Past,--,N/A,No,null
unhusk,--,Transitive,--,--,N/A,No,null
superheat,--,Transitive,--,--,N/A,No,null
electrolyse,--,Transitive,--,--,N/A,No,null
chromatograph,--,Transitive,--,--,N/A,No,null
predisturb,--,Transitive,--,--,N/A,No,null
ribbed,--,Transitive,Past,--,N/A,No,null
whammed,--,--,Past,--,N/A,No,null
regiment,--,Transitive,--,--,N/A,No,null
divinizing,--,Transitive,--,--,N/A,No,null
surpass,--,Transitive,--,--,N/A,No,null
tone up,--,--,--,--,N/A,NotSeperable,null
sandaling,--,--,--,--,N/A,No,null
succumb,--,Intransitive,--,--,N/A,No,null
overdepress,--,Transitive,--,--,N/A,No,null
unfold,--,tran=np,--,--,N/A,No,null
outbridging,--,Transitive,--,--,N/A,No,null
cha-cha,--,Intransitive,--,--,N/A,No,null
reest,--,Intransitive,--,--,N/A,No,null
arbitrate,--,tran=np+tran=pphr(between+np);nopass,--,--,N/A,No,null
sublapsar,--,--,--,--,N/A,No,null
disenabled,--,Transitive,Past,--,N/A,No,null
promoted,--,Transitive,Past,--,N/A,No,null
underbaked,--,Transitive,Past,--,N/A,No,null
corrugated,--,--,Past,--,N/A,No,null
forbore,--,--,--,--,N/A,No,null
phagocytizing,--,Transitive,--,--,N/A,No,null
rankled,--,--,Past,--,N/A,No,null
unmated,--,Transitive,Past,--,N/A,No,null
perch,--,Transitive,--,--,N/A,No,null
enwinding,--,Transitive,--,--,N/A,No,null
revolutionize,--,Transitive,--,--,N/A,No,null
carve,--,Transitive,--,--,N/A,No,null
infinitize,--,Transitive,--,--,N/A,No,null
gobbing,--,Intransitive,--,--,N/A,No,null
caprioling,--,--,--,--,N/A,No,null
league,--,tran=np;part(together),--,--,N/A,No,null
delabialized,--,--,Past,--,N/A,No,null
albuminised,--,Transitive,Past,--,N/A,No,null
patter,--,Intransitive,--,--,N/A,No,null
borating,--,--,--,--,N/A,No,null
patted,--,--,Past,--,N/A,No,null
decolourize,--,Transitive,--,--,N/A,No,null
outflatter,--,Transitive,--,--,N/A,No,null
cartelizing,--,Intransitive,--,--,N/A,No,null
exacerbate,--,Transitive,--,--,N/A,No,null
superinscribing,--,Transitive,--,--,N/A,No,null
reappropriated,--,Transitive,Past,--,N/A,No,null
customize,--,Transitive,--,--,N/A,No,null
mizzle,--,Intransitive,--,--,N/A,No,null
pargeted,--,--,Past,--,N/A,No,null
misallot,--,Transitive,--,--,N/A,No,null
shitting,--,--,--,--,N/A,No,null
blurring,--,--,--,--,N/A,No,null
dissimilate,--,tran=np,--,--,N/A,No,null
bituminizing,--,Transitive,--,--,N/A,No,null
alternate,--,Intransitive,--,--,N/A,No,null
rabbeting,--,--,--,--,N/A,No,null
altercate,--,Intransitive,--,--,N/A,No,null
outweeping,--,Transitive,--,--,N/A,No,null
modernise,--,Ambitransitive,--,--,N/A,No,null
enchant,--,Transitive,--,--,N/A,No,null
igniting,--,--,--,--,N/A,No,null
decipher,--,Transitive,--,--,N/A,No,null
drabbing,--,--,--,--,N/A,No,null
interdiffusing,--,--,--,--,N/A,No,null
shogging,--,--,--,--,N/A,No,null
interagglutinated,--,Intransitive,Past,--,N/A,No,null
encoring,--,--,--,--,N/A,No,null
prehandle,--,Transitive,--,--,N/A,No,null
bristling,--,--,--,--,N/A,No,null
overbrush,--,Transitive,--,--,N/A,No,null
acclimate,--,Ambitransitive,--,--,N/A,No,null
overprovide,--,Transitive,--,--,N/A,No,null
schmoosed,--,Intransitive,Past,--,N/A,No,null
resublimated,--,Transitive,Past,--,N/A,No,null
uncatholicized,--,Transitive,Past,--,N/A,No,null
bandying,--,--,--,--,N/A,No,null
evoked,--,Transitive,Past,--,N/A,No,null
succuss,--,tran=np,--,--,N/A,No,null
ribbon,--,Transitive,--,--,N/A,No,null
undercircled,--,Transitive,Past,--,N/A,No,null
lyse,--,tran=np,--,--,N/A,No,null
bully-off,--,--,--,--,N/A,No,null
wattling,--,--,--,--,N/A,No,null
conventionalising,--,Transitive,--,--,N/A,No,null
reeve,--,tran=np,--,--,N/A,No,null
excrete,--,tran=np,--,--,N/A,No,null
misperceived,--,Transitive,Past,--,N/A,No,null
territorialized,--,Transitive,Past,--,N/A,No,null
burst,--,Intransitive,--,--,N/A,No,null
carry,--,Intransitive,--,--,N/A,No,null
resitting,--,--,--,--,N/A,No,null
misusing,--,--,--,--,N/A,No,null
prebreathed,--,Transitive,Past,--,N/A,No,null
recriticized,--,Transitive,Past,--,N/A,No,null
mitred,--,Transitive,Past,--,N/A,No,null
enchase,--,Transitive,--,--,N/A,No,null
misadvise,--,Transitive,--,--,N/A,No,null
trouble,--,Ambitransitive,--,--,N/A,No,null
hilch,--,Intransitive,--,--,N/A,No,null
preembodied,--,Transitive,Past,--,N/A,No,null
scrapped,--,Intransitive,Past,--,N/A,No,null
telescoping,--,--,--,--,N/A,No,null
outranging,--,Transitive,--,--,N/A,No,null
remarry,--,tran=np,--,--,N/A,No,null
perorate,--,Intransitive,--,--,N/A,No,null
reexplicating,--,Transitive,--,--,N/A,No,null
bat around,--,Ambitransitive,--,--,N/A,NotSeperable,null
wyte,--,--,--,--,N/A,No,null
unmast,--,Transitive,--,--,N/A,No,null
palladinize,--,Transitive,--,--,N/A,No,null
occluded,--,--,Past,--,N/A,No,null
strike off,--,Transitive,--,--,N/A,NotSeperable,null
horse-trade,--,Intransitive,--,--,N/A,No,null
phosphatising,--,Transitive,--,--,N/A,No,null
unmask,--,Transitive,--,--,N/A,No,null
dally,--,tran=pphr(over+np)+tran=pphr(with+np),--,--,N/A,No,null
waylay,--,tran=np,--,--,N/A,No,null
outmanning,--,Transitive,--,--,N/A,No,null
unmate,--,Transitive,--,--,N/A,No,null
deputized,--,--,Past,--,N/A,No,null
opt out,--,Intransitive,--,--,N/A,NotSeperable,null
readvertizing,--,--,--,--,N/A,No,null
prepenetrate,--,Transitive,--,--,N/A,No,null
strike out,--,Intransitive,--,--,N/A,NotSeperable,null
go under,--,Intransitive,--,--,N/A,NotSeperable,null
fractured,--,--,Past,--,N/A,No,null
